類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:48:06
照度E(lx),38.78
燭光E(fc),3.60
相關色溫(K),3619
黑體偏離Duv,-0.04312
CIE x,0.3644
CIE y,0.2884
CIE u,0.2543
CIE v,0.3019
CIE u',0.2543
CIE v',0.4528
色容差,40.76
顯色指數Ra,0.4
R1,-35
R2,8
R3,77
R4,-8
R5,-30
R6,-24
R7,62
R8,-47
R9,-100
R10,-81
R11,-26
R12,-85
R13,-34
R14,88
R15,-43
輻照度Ee(mW/c㎡),0.017
明暗視覺比S/P,2.809
主波長(nm),699.40
色純度(%),26.6
半寬度(nm),12.0
峰值波長(nm),630.0
中心波長(nm),629.0
質心波長(nm),556.4
紅色比(%),40.5
綠色比(%),48.9
藍色比(%),10.6
CIE1931 X,71.765
CIE1931 Y,56.785
CIE1931 Z,68.369
TLCI-2012,23
積分時間(ms),140.00
峰值信號,9826
暗信號,2442
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
380,0.019036,
381,0.020218,
382,0.008505,
383,0.004882,
384,0.000010,
385,0.000544,
386,0.000669,
387,0.000661,
388,0.000263,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000000,
394,0.003855,
395,0.006090,
396,0.007421,
397,0.004888,
398,0.001988,
399,0.001016,
400,0.000652,
401,0.000591,
402,0.001615,
403,0.001638,
404,0.001819,
405,0.000964,
406,0.000486,
407,0.000481,
408,0.000025,
409,0.000122,
410,0.000121,
411,0.000121,
412,0.000000,
413,0.000000,
414,0.000000,
415,0.000000,
416,0.000000,
417,0.000000,
418,0.000000,
419,0.000000,
420,0.000000,
421,0.000000,
422,0.000000,
423,0.000000,
424,0.000065,
425,0.000107,
426,0.000988,
427,0.002051,
428,0.002586,
429,0.005075,
430,0.003629,
431,0.005063,
432,0.003154,
433,0.002635,
434,0.002316,
435,0.004092,
436,0.005100,
437,0.007433,
438,0.007719,
439,0.015041,
440,0.026909,
441,0.044831,
442,0.057048,
443,0.068911,
444,0.071886,
445,0.079053,
