類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:49:25
照度E(lx),26.26
燭光E(fc),2.44
相關色溫(K),5880
黑體偏離Duv,-0.04596
CIE x,0.3280
CIE y,0.2610
CIE u,0.2396
CIE v,0.2860
CIE u',0.2396
CIE v',0.4289
色容差,38.86
顯色指數Ra,-8.3
R1,-47
R2,-3
R3,70
R4,-10
R5,-32
R6,-23
R7,48
R8,-69
R9,-100
R10,-100
R11,-23
R12,-64
R13,-45
R14,82
R15,-67
輻照度Ee(mW/c㎡),0.012
明暗視覺比S/P,3.307
主波長(nm),557.60
色純度(%),23.5
半寬度(nm),12.0
峰值波長(nm),630.0
中心波長(nm),629.0
質心波長(nm),546.2
紅色比(%),37.2
綠色比(%),49.0
藍色比(%),13.8
CIE1931 X,48.332
CIE1931 Y,38.453
CIE1931 Z,60.562
TLCI-2012,23
積分時間(ms),140.00
峰值信號,6965
暗信號,2467
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
380,0.024817,
381,0.022082,
382,0.010326,
383,0.008828,
384,0.002548,
385,0.003336,
386,0.001234,
387,0.001218,
388,0.000559,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000314,
394,0.001877,
395,0.003714,
396,0.005141,
397,0.004011,
398,0.003550,
399,0.007487,
400,0.007070,
401,0.006676,
402,0.005362,
403,0.005468,
404,0.005427,
405,0.002436,
406,0.000000,
407,0.000000,
408,0.000334,
409,0.000689,
410,0.000892,
411,0.001337,
412,0.001512,
413,0.001423,
414,0.001112,
415,0.000021,
416,0.000000,
417,0.000000,
418,0.000000,
419,0.000000,
420,0.001834,
421,0.002659,
422,0.002628,
423,0.001637,
424,0.000867,
425,0.001207,
426,0.001754,
427,0.005867,
428,0.011571,
429,0.020179,
430,0.017905,
431,0.013887,
432,0.006028,
433,0.004247,
434,0.005958,
435,0.011535,
436,0.017586,
437,0.024972,
438,0.024713,
439,0.029954,
440,0.038455,
441,0.054903,
442,0.062111,
443,0.072422,
444,0.075641,
445,0.087728,
446,0.103486,
447,0.118088,
448,0.156698,
449,0.208076,
450,0.236648,
451,0.260475,
452,0.260193,
453,0.294034,
454,0.334723,
455,0.376875,
456,0.427403,
457,0.486746,
458,0.556806,
459,0.649318,
460,0.759305,
461,0.894794,
462,1.048942,
463,1.226274,
464,1.430362,
465,1.653321,
466,1.889837,
467,2.113665,
468,2.310430,
469,2.448408,
470,2.525662,
471,2.535194,
472,2.475470,
473,2.343204,
474,2.127259,
475,1.900162,
476,1.678722,
477,1.465115,
478,1.279588,
479,1.114575,
480,0.977287,
481,0.873206,
482,0.795195,
483,0.737504,
484,0.686032,
485,0.646120,
486,0.604392,
487,0.560338,
488,0.504198,
489,0.453762,
490,0.411655,
491,0.369410,
492,0.331531,
493,0.292470,
494,0.256235,
495,0.228626,
496,0.203173,
497,0.186447,
498,0.173407,
499,0.163431,
500,0.149530,
501,0.148456,
502,0.148375,
503,0.148309,
504,0.152598,
505,0.151711,
506,0.159520,
507,0.165981,
508,0.175552,
509,0.184343,
510,0.201611,
511,0.219188,
512,0.244534,
513,0.262222,
514,0.280239,
515,0.296131,
516,0.317865,
517,0.347417,
518,0.381174,
519,0.420991,
520,0.457406,
521,0.498164,
522,0.532123,
523,0.560878,
524,0.584492,
525,0.602992,
526,0.620764,
527,0.635342,
528,0.657226,
529,0.665242,
530,0.658091,
531,0.635710,
532,0.597589,
533,0.567763,
534,0.534045,
535,0.500733,
536,0.480732,
537,0.469834,
538,0.443671,
539,0.410257,
540,0.363918,
541,0.346460,
542,0.326244,
543,0.307609,
544,0.284328,
545,0.260669,
546,0.245343,
547,0.235943,
548,0.228694,
549,0.229296,
550,0.219236,
551,0.199989,
552,0.182692,
553,0.168854,
554,0.164077,
555,0.161358,
556,0.156624,
557,0.154378,
558,0.149488,
559,0.137129,
560,0.126599,
561,0.111813,
562,0.105034,
563,0.100086,
564,0.102980,
565,0.108076,
566,0.100898,
567,0.087127,
568,0.074662,
569,0.073027,
570,0.074099,
571,0.082198,
572,0.076389,
573,0.077748,
574,0.074277,
575,0.068610,
576,0.071682,
577,0.068438,
578,0.062988,
579,0.054634,
580,0.049030,
581,0.038241,
582,0.039867,
583,0.048757,
584,0.056093,
585,0.057901,
586,0.052767,
587,0.053477,
588,0.064821,
589,0.072724,
590,0.082141,
591,0.077544,
592,0.072154,
593,0.074263,
594,0.074697,
595,0.078093,
596,0.078045,
597,0.076842,
598,0.084744,
599,0.097367,
600,0.107851,
601,0.124275,
602,0.133338,
603,0.138469,
604,0.143354,
605,0.162945,
606,0.190113,
607,0.214678,
608,0.243519,
609,0.268151,
610,0.301665,
611,0.348369,
612,0.403409,
613,0.472724,
614,0.544725,
615,0.609764,
616,0.692337,
