類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:41:04
照度E(lx),81.05
燭光E(fc),7.53
相關色溫(K),5258
黑體偏離Duv,0.08631
CIE x,0.3516
CIE y,0.6081
CIE u,0.1466
CIE v,0.3803
CIE u',0.1466
CIE v',0.5704
色容差,100.00
顯色指數Ra,36.1
R1,70
R2,30
R3,9
R4,25
R5,64
R6,23
R7,24
R8,45
R9,69
R10,-42
R11,9
R12,1
R13,43
R14,54
R15,67
輻照度Ee(mW/c㎡),0.018
明暗視覺比S/P,1.907
主波長(nm),557.30
色純度(%),88.7
半寬度(nm),25.1
峰值波長(nm),528.6
中心波長(nm),529.3
質心波長(nm),563.2
紅色比(%),14.7
綠色比(%),85.0
藍色比(%),0.3
CIE1931 X,68.614
CIE1931 Y,118.670
CIE1931 Z,7.869
TLCI-2012,6
積分時間(ms),140.00
峰值信號,9298
暗信號,2343
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
715,0.001995,
716,0.001165,
717,0.000028,
718,0.000000,
719,0.000000,
720,0.000000,
721,0.000000,
722,0.000000,
723,0.000000,
724,0.000101,
725,0.001642,
726,0.002924,
727,0.002944,
728,0.002070,
729,0.000083,
730,0.000000,
731,0.000000,
732,0.000064,
733,0.000375,
734,0.000694,
735,0.000668,
736,0.002111,
737,0.002966,
738,0.002991,
739,0.003014,
740,0.000093,
741,0.000841,
742,0.000850,
743,0.000861,
744,0.000314,
745,0.000000,
746,0.000000,
747,0.005258,
748,0.006431,
749,0.006521,
750,0.004495,
751,0.001062,
752,0.008725,
753,0.008830,
754,0.008859,
755,0.002767,
756,0.000000,
757,0.000000,
758,0.000240,
759,0.001216,
760,0.001231,
761,0.001249,
762,0.000317,
763,0.000000,
764,0.003478,
765,0.006288,
766,0.006366,
767,0.005402,
768,0.000000,
769,0.000000,
770,0.047003,
771,0.058155,
772,0.057924,
773,0.034460,
774,0.000000,
775,0.000000,
776,0.000000,
777,0.000000,
778,0.000292,
779,0.000395,
780,0.000402,
