類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:49:35
照度E(lx),24.54
燭光E(fc),2.28
相關色溫(K),4210
黑體偏離Duv,-0.04187
CIE x,0.3516
CIE y,0.2834
CIE u,0.2468
CIE v,0.2984
CIE u',0.2468
CIE v',0.4477
色容差,39.26
顯色指數Ra,7.3
R1,-25
R2,13
R3,78
R4,4
R5,-17
R6,-12
R7,60
R8,-42
R9,-100
R10,-70
R11,-10
R12,-59
R13,-24
R14,87
R15,-39
輻照度Ee(mW/c㎡),0.011
明暗視覺比S/P,2.889
主波長(nm),531.00
色純度(%),10.7
半寬度(nm),12.0
峰值波長(nm),630.0
中心波長(nm),629.0
質心波長(nm),552.7
紅色比(%),37.5
綠色比(%),51.3
藍色比(%),11.1
CIE1931 X,44.577
CIE1931 Y,35.937
CIE1931 Z,46.286
TLCI-2012,28
積分時間(ms),140.00
峰值信號,6670
暗信號,2466
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
714,0.000711,
715,0.000717,
716,0.000000,
717,0.000000,
718,0.000000,
719,0.000000,
720,0.000000,
721,0.000000,
722,0.000000,
723,0.000000,
724,0.000536,
725,0.007181,
726,0.014200,
727,0.014298,
728,0.010540,
729,0.000557,
730,0.000000,
731,0.000000,
732,0.001561,
733,0.001574,
734,0.001591,
735,0.000803,
736,0.002384,
737,0.007368,
738,0.007857,
739,0.007799,
740,0.001759,
741,0.001498,
742,0.001514,
743,0.001533,
744,0.000777,
745,0.000000,
746,0.000000,
747,0.001549,
748,0.001944,
749,0.001971,
750,0.001389,
751,0.000990,
752,0.011223,
753,0.011358,
754,0.011500,
755,0.003832,
756,0.000000,
757,0.000579,
758,0.002717,
759,0.004248,
760,0.004301,
761,0.002411,
762,0.000488,
763,0.000000,
764,0.005877,
765,0.009661,
766,0.009780,
767,0.007745,
768,0.000000,
769,0.000350,
770,0.041769,
771,0.051580,
772,0.052831,
773,0.031637,
774,0.003346,
775,0.002521,
776,0.001833,
777,0.000925,
778,0.000000,
779,0.000113,
780,0.000288,
