類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:49:00
照度E(lx),28.71
燭光E(fc),2.67
相關色溫(K),7480
黑體偏離Duv,-0.04592
CIE x,0.3163
CIE y,0.2509
CIE u,0.2352
CIE v,0.2799
CIE u',0.2352
CIE v',0.4199
色容差,39.70
顯色指數Ra,-11.5
R1,-51
R2,-8
R3,64
R4,-12
R5,-31
R6,-22
R7,41
R8,-75
R9,-100
R10,-100
R11,-22
R12,-53
R13,-49
R14,79
R15,-74
輻照度Ee(mW/c㎡),0.014
明暗視覺比S/P,3.514
主波長(nm),562.40
色純度(%),30.0
半寬度(nm),12.0
峰值波長(nm),630.2
中心波長(nm),629.0
質心波長(nm),542.7
紅色比(%),36.4
綠色比(%),48.5
藍色比(%),15.1
CIE1931 X,52.994
CIE1931 Y,42.038
CIE1931 Z,72.519
TLCI-2012,22
積分時間(ms),140.00
峰值信號,7282
暗信號,2464
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
380,0.013695,
381,0.014758,
382,0.006731,
383,0.007373,
384,0.004285,
385,0.007697,
386,0.006185,
387,0.005271,
388,0.001462,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000146,
394,0.003356,
395,0.004277,
396,0.004707,
397,0.002275,
398,0.001116,
399,0.002508,
400,0.002310,
401,0.002266,
402,0.002491,
403,0.002540,
404,0.002521,
405,0.000890,
406,0.000000,
407,0.000000,
408,0.000000,
409,0.000000,
410,0.000000,
411,0.000000,
412,0.000000,
413,0.000000,
414,0.000000,
415,0.000000,
416,0.000000,
417,0.000000,
418,0.000000,
419,0.000086,
420,0.000916,
421,0.002176,
422,0.002101,
423,0.001559,
424,0.000419,
425,0.000000,
426,0.000614,
427,0.001384,
428,0.001610,
429,0.004345,
430,0.003533,
431,0.006026,
432,0.005069,
433,0.004384,
434,0.006367,
435,0.011605,
436,0.016506,
437,0.019751,
438,0.020298,
439,0.025162,
440,0.038955,
441,0.058082,
442,0.076148,
443,0.090094,
444,0.094198,
445,0.103340,
446,0.120336,
447,0.136675,
448,0.180320,
449,0.233626,
450,0.268974,
451,0.299212,
452,0.304020,
453,0.343582,
454,0.389362,
455,0.440412,
456,0.501162,
457,0.575578,
458,0.664187,
459,0.774452,
460,0.911294,
461,1.078508,
462,1.272973,
463,1.495639,
464,1.743349,
465,2.016394,
466,2.296404,
467,2.563908,
468,2.791547,
469,2.954684,
470,3.043930,
471,3.049311,
472,2.976802,
473,2.817341,
474,2.562305,
475,2.296915,
476,2.028424,
477,1.773455,
478,1.545477,
479,1.348621,
480,1.186382,
481,1.058527,
482,0.956069,
483,0.879023,
484,0.820138,
485,0.774890,
486,0.729801,
487,0.675161,
488,0.605090,
489,0.542691,
490,0.487881,
491,0.437737,
492,0.391063,
493,0.344757,
494,0.301671,
495,0.268482,
496,0.239795,
497,0.219689,
498,0.200160,
499,0.186752,
500,0.171023,
501,0.171620,
502,0.173686,
503,0.168885,
504,0.168771,
505,0.165863,
506,0.174334,
507,0.185959,
508,0.197107,
509,0.205855,
510,0.218912,
511,0.235518,
512,0.256443,
513,0.277618,
514,0.295561,
515,0.317628,
516,0.340922,
517,0.377380,
518,0.413051,
519,0.455487,
520,0.495219,
521,0.536800,
522,0.572245,
523,0.601850,
524,0.624669,
525,0.646430,
526,0.668010,
527,0.684733,
528,0.706743,
529,0.713002,
530,0.701494,
531,0.677301,
532,0.636790,
533,0.606613,
534,0.573478,
535,0.539733,
536,0.519161,
537,0.504299,
538,0.471851,
539,0.436965,
540,0.389833,
541,0.371891,
542,0.348828,
543,0.324653,
544,0.299121,
545,0.278320,
546,0.266374,
547,0.256002,
548,0.243331,
549,0.240014,
550,0.227910,
551,0.211997,
552,0.195783,
553,0.179041,
554,0.176913,
555,0.172317,
556,0.168994,
557,0.169009,
558,0.161650,
559,0.149720,
560,0.136989,
561,0.120998,
562,0.116617,
563,0.112996,
564,0.115610,
565,0.118412,
566,0.111175,
567,0.100386,
568,0.090898,
569,0.091221,
570,0.094061,
571,0.098196,
572,0.089637,
573,0.085648,
574,0.080317,
575,0.075479,
576,0.075467,
577,0.072600,
578,0.064466,
579,0.059196,
580,0.052819,
581,0.048368,
582,0.051995,
583,0.063432,
584,0.073049,
585,0.071816,
586,0.064324,
587,0.059685,
588,0.066198,
589,0.076338,
590,0.082516,
591,0.078314,
592,0.073310,
593,0.077758,
594,0.083605,
595,0.088649,
596,0.087315,
597,0.088523,
598,0.099313,
599,0.116278,
600,0.128553,
601,0.141738,
602,0.148154,
603,0.152678,
604,0.160089,
605,0.180080,
606,0.207583,
607,0.231713,
608,0.262490,
609,0.288929,
610,0.324491,
611,0.374178,
612,0.429591,
613,0.500278,
614,0.570770,
615,0.639425,
616,0.728645,
617,0.830693,
618,0.941596,
619,1.051906,
620,1.173682,
621,1.310207,
622,1.447956,
623,1.615646,
624,1.805021,
625,2.043322,
626,2.343218,
627,2.624816,
628,2.935585,
629,3.169941,
630,3.281914,
631,3.227779,
632,3.008240,
633,2.608519,
634,2.124960,
635,1.642518,
636,1.240625,
637,0.959388,
638,0.725019,
639,0.550712,
640,0.417613,
641,0.347853,
642,0.310422,
643,0.270378,
644,0.230061,
645,0.165933,
