類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:42:35
照度E(lx),60.18
燭光E(fc),5.59
相關色溫(K),5088
黑體偏離Duv,0.08070
CIE x,0.3615
CIE y,0.5959
CIE u,0.1534
CIE v,0.3792
CIE u',0.1534
CIE v',0.5689
色容差,100.00
顯色指數Ra,43.8
R1,75
R2,37
R3,18
R4,35
R5,69
R6,33
R7,34
R8,47
R9,51
R10,-26
R11,22
R12,12
R13,50
R14,58
R15,71
輻照度Ee(mW/c㎡),0.014
明暗視覺比S/P,1.876
主波長(nm),558.90
色純度(%),87.9
半寬度(nm),11.8
峰值波長(nm),630.0
中心波長(nm),629.1
質心波長(nm),565.4
紅色比(%),15.9
綠色比(%),83.7
藍色比(%),0.4
CIE1931 X,53.463
CIE1931 Y,88.115
CIE1931 Z,6.298
TLCI-2012,9
積分時間(ms),140.00
峰值信號,7524
暗信號,2365
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
380,0.020952,
381,0.018752,
382,0.008489,
383,0.007283,
384,0.003822,
385,0.005696,
386,0.003634,
387,0.003016,
388,0.000000,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000896,
394,0.007371,
395,0.008389,
396,0.008516,
397,0.002831,
398,0.000680,
399,0.001261,
400,0.001123,
401,0.001102,
402,0.002545,
403,0.002889,
404,0.003573,
405,0.002819,
406,0.001647,
407,0.001403,
408,0.000000,
409,0.000000,
410,0.000000,
411,0.000000,
412,0.000000,
413,0.000000,
414,0.000000,
415,0.000000,
416,0.000000,
417,0.000000,
418,0.000000,
419,0.000935,
420,0.002096,
421,0.002587,
422,0.002025,
423,0.000889,
424,0.000481,
425,0.000586,
426,0.000949,
427,0.003886,
428,0.005152,
429,0.010727,
430,0.008898,
431,0.008673,
432,0.004595,
433,0.002927,
434,0.002320,
435,0.003876,
436,0.004045,
437,0.003841,
438,0.001000,
439,0.001238,
440,0.003478,
441,0.011043,
442,0.013311,
443,0.020104,
444,0.019292,
445,0.017771,
446,0.018747,
447,0.018353,
448,0.047075,
449,0.081811,
450,0.091201,
451,0.085467,
452,0.055785,
453,0.054749,
454,0.052005,
455,0.045220,
456,0.034769,
457,0.024522,
458,0.016636,
459,0.014622,
460,0.016136,
461,0.022886,
462,0.020873,
463,0.016917,
464,0.012680,
465,0.014422,
466,0.015825,
467,0.012680,
468,0.006375,
469,0.008298,
470,0.008673,
471,0.012505,
472,0.006727,
473,0.005107,
474,0.000822,
475,0.003626,
476,0.015229,
477,0.021210,
478,0.024857,
479,0.018978,
480,0.010491,
481,0.005537,
482,0.003297,
483,0.007406,
484,0.011844,
485,0.021506,
486,0.028344,
487,0.032503,
488,0.027235,
489,0.030293,
490,0.040782,
491,0.049765,
492,0.061855,
493,0.065615,
494,0.066212,
495,0.074056,
496,0.078977,
497,0.094883,
498,0.108904,
499,0.124951,
500,0.135095,
501,0.156335,
502,0.180976,
503,0.202080,
504,0.232553,
505,0.263386,
506,0.303644,
507,0.355432,
508,0.413766,
509,0.478398,
510,0.556177,
511,0.637710,
512,0.741394,
513,0.856530,
514,0.988700,
515,1.131054,
516,1.284006,
517,1.455185,
518,1.634582,
519,1.827194,
520,2.024017,
521,2.210251,
522,2.379586,
523,2.526880,
524,2.659281,
525,2.772675,
526,2.855425,
527,2.905312,
528,2.931274,
529,2.927918,
530,2.885735,
531,2.807005,
532,2.695095,
533,2.574331,
534,2.433699,
535,2.290978,
536,2.150916,
537,2.020412,
538,1.887976,
539,1.759187,
540,1.627919,
541,1.520527,
542,1.415121,
543,1.317431,
544,1.237517,
545,1.154090,
546,1.083958,
547,1.020116,
548,0.962333,
549,0.912362,
550,0.854266,
551,0.791554,
552,0.731217,
553,0.672946,
554,0.627697,
555,0.589509,
556,0.550151,
557,0.518677,
558,0.487299,
559,0.449066,
560,0.411569,
561,0.369628,
562,0.340171,
563,0.319340,
564,0.310145,
565,0.302264,
566,0.284101,
567,0.255955,
568,0.227732,
569,0.212728,
570,0.201674,
571,0.199369,
572,0.182759,
573,0.175513,
574,0.164507,
575,0.156762,
576,0.156797,
577,0.148270,
578,0.135929,
579,0.124912,
580,0.117828,
581,0.110760,
582,0.108938,
583,0.110253,
584,0.109448,
585,0.101791,
586,0.091619,
587,0.090377,
588,0.097684,
589,0.105559,
590,0.107808,
591,0.100933,
592,0.094374,
593,0.095022,
594,0.096271,
595,0.100723,
596,0.098461,
597,0.099061,
598,0.105342,
599,0.119364,
600,0.129597,
601,0.142554,
602,0.146804,
603,0.152373,
604,0.158190,
605,0.176706,
606,0.199640,
607,0.219738,
608,0.246579,
609,0.270126,
610,0.302805,
611,0.347243,
612,0.395504,
613,0.462689,
614,0.531318,
615,0.598383,
616,0.681903,
617,0.769283,
618,0.865237,
619,0.962090,
620,1.073080,
621,1.196062,
622,1.322219,
623,1.480629,
624,1.660936,
625,1.886944,
626,2.158125,
627,2.413906,
628,2.699691,
629,2.918515,
630,3.020913,
631,2.960718,
632,2.752065,
633,2.378448,
634,1.931686,
635,1.488914,
636,1.121797,
637,0.865173,
638,0.652579,
639,0.492001,
640,0.375960,
641,0.314509,
642,0.283467,
643,0.246354,
644,0.205253,
645,0.148958,
646,0.119007,
647,0.104197,
648,0.083631,
649,0.066259,
650,0.053604,
651,0.054578,
652,0.056523,
653,0.046971,
654,0.027225,
655,0.021954,
656,0.024452,
657,0.031230,
658,0.035557,
659,0.032772,
660,0.031207,
661,0.026283,
662,0.020930,
663,0.024282,
664,0.029884,
665,0.027225,
666,0.016853,
667,0.004402,
668,0.000948,
669,0.004700,
670,0.007185,
671,0.012719,
672,0.010277,
673,0.006819,
674,0.002545,
675,0.001896,
676,0.002051,
677,0.002062,
678,0.001185,
679,0.000000,
680,0.000000,
681,0.000697,
682,0.003670,
683,0.005130,
684,0.007544,
685,0.004670,
686,0.009050,
687,0.011165,
688,0.010966,
689,0.008979,
690,0.001762,
691,0.000358,
692,0.001875,
693,0.001982,
694,0.001999,
695,0.000843,
696,0.000503,
697,0.006322,
698,0.007133,
699,0.008207,
700,0.005343,
701,0.002014,
702,0.001626,
703,0.000000,
704,0.000000,
705,0.000000,
706,0.000000,
707,0.000000,
708,0.000000,
709,0.000000,
710,0.000000,
711,0.000000,
712,0.004842,
713,0.009663,
714,0.010201,
715,0.008669,
716,0.001054,
717,0.000000,
718,0.000000,
719,0.000000,
720,0.000000,
721,0.000000,
722,0.000000,
723,0.000000,
724,0.001985,
725,0.011354,
726,0.015862,
727,0.015931,
728,0.008355,
729,0.000108,
730,0.000000,
731,0.000000,
732,0.000000,
733,0.000000,
734,0.000000,
735,0.000000,
736,0.001189,
737,0.002398,
738,0.002418,
739,0.002437,
740,0.000000,
741,0.000000,
742,0.000000,
743,0.000000,
744,0.000000,
745,0.000000,
746,0.001580,
747,0.005547,
748,0.006580,
749,0.005691,
750,0.003557,
751,0.001271,
752,0.016410,
753,0.016998,
754,0.017210,
755,0.006314,
756,0.000000,
757,0.000000,
758,0.000219,
759,0.001106,
760,0.001120,
761,0.001136,
762,0.000288,
763,0.000000,
764,0.004854,
765,0.007157,
766,0.007246,
767,0.005220,
