類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:48:19
照度E(lx),35.10
燭光E(fc),3.26
相關色溫(K),4914
黑體偏離Duv,-0.04650
CIE x,0.3388
CIE y,0.2683
CIE u,0.2445
CIE v,0.2905
CIE u',0.2445
CIE v',0.4357
色容差,39.93
顯色指數Ra,-6.7
R1,-44
R2,-1
R3,71
R4,-9
R5,-32
R6,-25
R7,50
R8,-64
R9,-100
R10,-100
R11,-23
R12,-71
R13,-43
R14,84
R15,-61
輻照度Ee(mW/c㎡),0.016
明暗視覺比S/P,3.165
主波長(nm),550.20
色純度(%),18.2
半寬度(nm),12.0
峰值波長(nm),630.0
中心波長(nm),629.0
質心波長(nm),549.2
紅色比(%),38.5
綠色比(%),48.6
藍色比(%),12.9
CIE1931 X,64.886
CIE1931 Y,51.385
CIE1931 Z,75.258
TLCI-2012,24
積分時間(ms),140.00
峰值信號,8727
暗信號,2443
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
380,0.019851,
381,0.018001,
382,0.006985,
383,0.007026,
384,0.003570,
385,0.003863,
386,0.001064,
387,0.000737,
388,0.000000,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000000,
394,0.002303,
395,0.004223,
396,0.006687,
397,0.005163,
398,0.003644,
399,0.002294,
400,0.001762,
401,0.001728,
402,0.001518,
403,0.001542,
404,0.002051,
405,0.001599,
406,0.000997,
407,0.000833,
408,0.000000,
409,0.000000,
410,0.000000,
411,0.000007,
412,0.000197,
413,0.000372,
414,0.000370,
415,0.000279,
416,0.000000,
417,0.000000,
418,0.000000,
419,0.000000,
420,0.000456,
421,0.001875,
422,0.001854,
423,0.001673,
424,0.000660,
425,0.000369,
426,0.000524,
427,0.000643,
428,0.002233,
429,0.007737,
430,0.007791,
431,0.008427,
432,0.004077,
433,0.002525,
434,0.002469,
435,0.004320,
436,0.007390,
437,0.009061,
438,0.011774,
439,0.019236,
440,0.032366,
441,0.050625,
442,0.060533,
443,0.072900,
444,0.082081,
445,0.096377,
446,0.113581,
447,0.127003,
448,0.171145,
449,0.228264,
450,0.267985,
451,0.300629,
452,0.310873,
453,0.354527,
454,0.402768,
455,0.453126,
456,0.513184,
457,0.590406,
458,0.682390,
459,0.797693,
460,0.939923,
461,1.113615,
462,1.312143,
463,1.540151,
464,1.800451,
465,2.091044,
466,2.385310,
467,2.665236,
468,2.903781,
469,3.078376,
470,3.177787,
471,3.182098,
472,3.106540,
473,2.943008,
474,2.681803,
475,2.407538,
476,2.122420,
477,1.849788,
478,1.612246,
479,1.407208,
480,1.239704,
481,1.105658,
482,0.998013,
483,0.922430,
484,0.857709,
