類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:48:41
照度E(lx),30.20
燭光E(fc),2.81
相關色溫(K),8274
黑體偏離Duv,-0.04600
CIE x,0.3123
CIE y,0.2470
CIE u,0.2339
CIE v,0.2776
CIE u',0.2339
CIE v',0.4163
色容差,40.42
顯色指數Ra,-13.7
R1,-54
R2,-10
R3,62
R4,-14
R5,-31
R6,-22
R7,39
R8,-78
R9,-100
R10,-100
R11,-23
R12,-51
R13,-52
R14,78
R15,-78
輻照度Ee(mW/c㎡),0.015
明暗視覺比S/P,3.603
主波長(nm),563.50
色純度(%),32.4
半寬度(nm),11.8
峰值波長(nm),630.2
中心波長(nm),629.1
質心波長(nm),541.3
紅色比(%),36.4
綠色比(%),47.9
藍色比(%),15.7
CIE1931 X,55.912
CIE1931 Y,44.222
CIE1931 Z,78.908
TLCI-2012,21
積分時間(ms),140.00
峰值信號,7660
暗信號,2456
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
380,0.014366,
381,0.013358,
382,0.004947,
383,0.005973,
384,0.004254,
385,0.004823,
386,0.001551,
387,0.001225,
388,0.000000,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000230,
394,0.001257,
395,0.003090,
396,0.004263,
397,0.003604,
398,0.002048,
399,0.003194,
400,0.002845,
401,0.002790,
402,0.002040,
403,0.002289,
404,0.002494,
405,0.001478,
406,0.000545,
407,0.001240,
408,0.001481,
409,0.002549,
410,0.001882,
411,0.001236,
412,0.000407,
413,0.000371,
414,0.000369,
415,0.000212,
416,0.000000,
417,0.000000,
418,0.000000,
419,0.000000,
420,0.001482,
421,0.002658,
422,0.002628,
423,0.001879,
424,0.000438,
425,0.000394,
426,0.001365,
427,0.005763,
428,0.009876,
429,0.014875,
430,0.011923,
431,0.007240,
432,0.001820,
433,0.000565,
434,0.001485,
435,0.006287,
436,0.008429,
437,0.012785,
438,0.014073,
439,0.019824,
440,0.032258,
441,0.054001,
442,0.072196,
443,0.088220,
444,0.088921,
445,0.095681,
446,0.113610,
447,0.133812,
448,0.188809,
449,0.247765,
450,0.285168,
451,0.316925,
452,0.326374,
453,0.373987,
454,0.426975,
455,0.481003,
456,0.545981,
457,0.624435,
458,0.720303,
459,0.844202,
460,0.994124,
461,1.176533,
462,1.383466,
463,1.623871,
464,1.896854,
465,2.194484,
466,2.503194,
467,2.793881,
468,3.049824,
469,3.236060,
470,3.336725,
471,3.340521,
472,3.251706,
473,3.080344,
474,2.810534,
475,2.528636,
476,2.233983,
477,1.945470,
478,1.693519,
479,1.475307,
480,1.298968,
481,1.160449,
482,1.055394,
483,0.977779,
484,0.911959,
485,0.858902,
486,0.800668,
487,0.736856,
488,0.661158,
489,0.593004,
490,0.538863,
491,0.483383,
492,0.430307,
493,0.376551,
494,0.327114,
495,0.289896,
496,0.256805,
497,0.235735,
498,0.216705,
499,0.204775,
500,0.185230,
501,0.183544,
502,0.179262,
503,0.173486,
504,0.173898,
505,0.171330,
506,0.180351,
507,0.191902,
508,0.201519,
509,0.210229,
510,0.222496,
511,0.240611,
512,0.266935,
513,0.290479,
514,0.310158,
515,0.330931,
516,0.355084,
517,0.392183,
518,0.427903,
519,0.472232,
520,0.513849,
521,0.562251,
522,0.601948,
523,0.635470,
524,0.662825,
525,0.686181,
526,0.707814,
527,0.721069,
528,0.742969,
529,0.752879,
530,0.746410,
531,0.719377,
532,0.675163,
533,0.637582,
534,0.600575,
535,0.566399,
536,0.542776,
537,0.527172,
538,0.493223,
539,0.455509,
540,0.407595,
541,0.390957,
542,0.370544,
543,0.349765,
544,0.321967,
545,0.296189,
546,0.278203,
547,0.262286,
548,0.249133,
549,0.241285,
550,0.229095,
551,0.212218,
552,0.200172,
553,0.188396,
554,0.186431,
555,0.182058,
556,0.172782,
557,0.166996,
558,0.159704,
559,0.148586,
560,0.138524,
561,0.121800,
562,0.115702,
563,0.111313,
564,0.116481,
565,0.120675,
566,0.113236,
567,0.100281,
568,0.088677,
569,0.088371,
570,0.092316,
571,0.099582,
572,0.089682,
573,0.084181,
574,0.078048,
575,0.075485,
576,0.079373,
577,0.077463,
578,0.068217,
579,0.060861,
580,0.057116,
581,0.051023,
582,0.056743,
583,0.064297,
584,0.069489,
585,0.068934,
586,0.062547,
587,0.065445,
588,0.075067,
589,0.082319,
590,0.087151,
591,0.079862,
592,0.072664,
593,0.071148,
594,0.075086,
595,0.079491,
596,0.081815,
597,0.088236,
598,0.100922,
599,0.117285,
600,0.126457,
601,0.135001,
602,0.140459,
603,0.147048,
604,0.155757,
605,0.177625,
606,0.204358,
607,0.231873,
608,0.269082,
609,0.301337,
610,0.340087,
611,0.391761,
612,0.448671,
613,0.518997,
614,0.594462,
615,0.669064,
616,0.767915,
617,0.875566,
618,0.991246,
619,1.105660,
620,1.233658,
621,1.375291,
622,1.521974,
623,1.703434,
624,1.909654,
625,2.167106,
626,2.481734,
627,2.780491,
628,3.109371,
629,3.362959,
630,3.485458,
631,3.426898,
632,3.189866,
633,2.766985,
634,2.250924,
635,1.739536,
636,1.309588,
637,1.005337,
638,0.756799,
639,0.569028,
640,0.430157,
641,0.355453,
642,0.315646,
643,0.274569,
644,0.233752,
645,0.171510,
646,0.138769,
647,0.118910,
648,0.094559,
649,0.072958,
650,0.055432,
651,0.052553,
652,0.054170,
653,0.046144,
654,0.029176,
655,0.024434,
656,0.028067,
657,0.033168,
658,0.038306,
659,0.036188,
660,0.036367,
661,0.031077,
662,0.021273,
663,0.022630,
664,0.027456,
665,0.026368,
666,0.015249,
667,0.003686,
668,0.000122,
669,0.001530,
670,0.004073,
671,0.011249,
672,0.011983,
673,0.009156,
674,0.003952,
675,0.001101,
676,0.001163,
677,0.001169,
678,0.000646,
679,0.000000,
680,0.000000,
681,0.000350,
682,0.001768,
683,0.002532,
684,0.004086,
685,0.002636,
686,0.010545,
687,0.016869,
688,0.016913,
689,0.014818,
690,0.003265,
691,0.000931,
692,0.001139,
693,0.000636,
694,0.000642,
695,0.001056,
696,0.001925,
697,0.007981,
698,0.008492,
699,0.007276,
700,0.003304,
701,0.000346,
702,0.000262,
703,0.000000,
704,0.000000,
705,0.000000,
706,0.000000,
707,0.000000,
708,0.000000,
709,0.000000,
710,0.000000,
711,0.000000,
712,0.000120,
713,0.000924,
714,0.002027,
715,0.002044,
716,0.001752,
717,0.000193,
718,0.000000,
719,0.000000,
720,0.000000,
721,0.000000,
722,0.000000,
723,0.000000,
724,0.000636,
725,0.004870,
726,0.006387,
727,0.006431,
728,0.003362,
729,0.000431,
730,0.000435,
731,0.000439,
732,0.000111,
733,0.000000,
734,0.000000,
735,0.000000,
736,0.000518,
737,0.001263,
738,0.001328,
739,0.001339,
740,0.000462,
741,0.004078,
742,0.004121,
743,0.004173,
744,0.001730,
745,0.000000,
746,0.000000,
747,0.003511,
748,0.004730,
749,0.004797,
750,0.003649,
751,0.000789,
752,0.008905,
753,0.009012,
754,0.009124,
755,0.003038,
756,0.000000,
757,0.000000,
758,0.000070,
759,0.000353,
760,0.000358,
761,0.000363,
762,0.000092,
763,0.000000,
764,0.008645,
765,0.014095,
766,0.014269,
767,0.011205,
768,0.000029,
769,0.000484,
770,0.043778,
771,0.053934,
772,0.054833,
773,0.032409,
774,0.001355,
775,0.000439,
776,0.000000,
777,0.000000,
778,0.000000,
779,0.000000,
780,0.000000,
