類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:47:41
照度E(lx),60.55
燭光E(fc),5.63
相關色溫(K),2480
黑體偏離Duv,-0.02278
CIE x,0.4393
CIE y,0.3496
CIE u,0.2782
CIE v,0.3321
CIE u',0.2782
CIE v',0.4981
色容差,27.74
顯色指數Ra,16.6
R1,-13
R2,35
R3,86
R4,-12
R5,-13
R6,-1
R7,67
R8,-16
R9,-100
R10,-20
R11,-40
R12,-51
R13,-11
R14,82
R15,-4
輻照度Ee(mW/c㎡),0.023
明暗視覺比S/P,1.976
主波長(nm),598.90
色純度(%),36.7
半寬度(nm),12.5
峰值波長(nm),630.0
中心波長(nm),629.0
質心波長(nm),575.9
紅色比(%),44.1
綠色比(%),50.6
藍色比(%),5.2
CIE1931 X,111.401
CIE1931 Y,88.656
CIE1931 Z,53.540
TLCI-2012,20
積分時間(ms),140.00
峰值信號,14782
暗信號,2445
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
380,0.013457,
381,0.014373,
382,0.007229,
383,0.005627,
384,0.000659,
385,0.001461,
386,0.001305,
387,0.001151,
388,0.000241,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000000,
394,0.000000,
395,0.000228,
396,0.001121,
397,0.001123,
398,0.001183,
399,0.000506,
400,0.000281,
401,0.000276,
402,0.002596,
403,0.002756,
404,0.003031,
405,0.001693,
406,0.000743,
407,0.000736,
408,0.000000,
409,0.000000,
410,0.000000,
411,0.000000,
412,0.000000,
413,0.000000,
414,0.000000,
415,0.000000,
416,0.000000,
417,0.000000,
418,0.000000,
419,0.000000,
420,0.000000,
421,0.000000,
422,0.000000,
423,0.000000,
424,0.000000,
425,0.000000,
426,0.001063,
427,0.002171,
428,0.003092,
429,0.005802,
430,0.004517,
431,0.003998,
432,0.001167,
433,0.000409,
434,0.001777,
435,0.003025,
436,0.003063,
437,0.002395,
438,0.002908,
439,0.004711,
440,0.012554,
441,0.031926,
442,0.043511,
443,0.058588,
444,0.058727,
445,0.064728,
446,0.075529,
447,0.084581,
448,0.122927,
449,0.171061,
450,0.199081,
451,0.214369,
452,0.203840,
453,0.225352,
454,0.256389,
455,0.295475,
456,0.344711,
457,0.401277,
458,0.463068,
459,0.540851,
460,0.635508,
461,0.758040,
462,0.894650,
463,1.055922,
464,1.237572,
465,1.439701,
466,1.647495,
467,1.841974,
468,2.011662,
469,2.139023,
470,2.211385,
471,2.219995,
472,2.161807,
473,2.044133,
474,1.853030,
475,1.656433,
476,1.459178,
477,1.272982,
478,1.111975,
479,0.970920,
480,0.853235,
481,0.760121,
482,0.691401,
483,0.640096,
484,0.597024,
485,0.561709,
486,0.523719,
487,0.482777,
488,0.434186,
489,0.390421,
490,0.359069,
491,0.329539,
492,0.302736,
493,0.271597,
494,0.239941,
495,0.217502,
496,0.197097,
497,0.190353,
498,0.180833,
499,0.181185,
500,0.173351,
501,0.179841,
502,0.188757,
503,0.195736,
504,0.212284,
505,0.226985,
506,0.250085,
507,0.274304,
508,0.300448,
509,0.331109,
510,0.374758,
511,0.426416,
512,0.488920,
513,0.551636,
514,0.618398,
515,0.689776,
516,0.773257,
517,0.873056,
518,0.979060,
519,1.097214,
520,1.212160,
521,1.324427,
522,1.425256,
523,1.513446,
524,1.592890,
525,1.658269,
526,1.709245,
527,1.741987,
528,1.765329,
529,1.765056,
530,1.736786,
531,1.685390,
532,1.612532,
533,1.533982,
534,1.446035,
535,1.357103,
536,1.276840,
537,1.210701,
538,1.125717,
539,1.043908,
540,0.951166,
541,0.891064,
542,0.833081,
543,0.777560,
544,0.727843,
545,0.674617,
546,0.632006,
547,0.594765,
548,0.557137,
549,0.530282,
550,0.494980,
551,0.457085,
552,0.422533,
553,0.391296,
554,0.368419,
555,0.347950,
556,0.324808,
557,0.307740,
558,0.290376,
559,0.266778,
560,0.245469,
561,0.220289,
562,0.203352,
563,0.188120,
564,0.182538,
565,0.178171,
566,0.165892,
567,0.147335,
568,0.128832,
569,0.124506,
570,0.123225,
571,0.127947,
572,0.115783,
573,0.106184,
574,0.096452,
575,0.090688,
576,0.093380,
577,0.089354,
578,0.076893,
579,0.067097,
580,0.062790,
581,0.055811,
582,0.057745,
583,0.065803,
584,0.071685,
585,0.076514,
586,0.069607,
587,0.071100,
588,0.079782,
589,0.088773,
590,0.097839,
591,0.090833,
592,0.087528,
593,0.090708,
594,0.099244,
595,0.111365,
596,0.119372,
597,0.129345,
598,0.152382,
599,0.181614,
600,0.208624,
601,0.239041,
602,0.262679,
603,0.286520,
604,0.320749,
605,0.370626,
606,0.433189,
607,0.500934,
608,0.585992,
609,0.677949,
610,0.771496,
611,0.901912,
612,1.051645,
613,1.239527,
614,1.441812,
615,1.645703,
616,1.900070,
617,2.188890,
618,2.497867,
619,2.816267,
620,3.152075,
621,3.510015,
622,3.865560,
623,4.312830,
624,4.819794,
625,5.438035,
626,6.160975,
627,6.859065,
628,7.617743,
629,8.199023,
630,8.448243,
631,8.279528,
632,7.733629,
633,6.756468,
634,5.571483,
635,4.357682,
636,3.296578,
637,2.535313,
638,1.888622,
639,1.418340,
640,1.078157,
641,0.853953,
642,0.712355,
643,0.575819,
644,0.460768,
645,0.344250,
646,0.270119,
647,0.224710,
648,0.179467,
649,0.145093,
650,0.117957,
651,0.104821,
652,0.096985,
653,0.078538,
654,0.061089,
655,0.055204,
656,0.055557,
657,0.051289,
658,0.050979,
659,0.043937,
660,0.039618,
661,0.033654,
662,0.020520,
663,0.030004,
664,0.037892,
665,0.036918,
666,0.023096,
667,0.008359,
668,0.000525,
669,0.001850,
670,0.004790,
671,0.008405,
672,0.007953,
673,0.004734,
674,0.001635,
675,0.000142,
676,0.000143,
677,0.000144,
678,0.000072,
679,0.000000,
680,0.000000,
681,0.000558,
682,0.003200,
683,0.003358,
684,0.003521,
685,0.000796,
686,0.004613,
687,0.006373,
688,0.006429,
689,0.004473,
690,0.000424,
691,0.000213,
692,0.002231,
693,0.002939,
694,0.002965,
695,0.001823,
696,0.000167,
697,0.001820,
698,0.002016,
699,0.001894,
700,0.000941,
701,0.000000,
702,0.000000,
703,0.000000,
704,0.000000,
705,0.000000,
706,0.000000,
707,0.000000,
708,0.000000,
709,0.000000,
710,0.000000,
711,0.000000,
712,0.000661,
713,0.001506,
