類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:40:24
照度E(lx),74.01
燭光E(fc),6.88
相關色溫(K),4465
黑體偏離Duv,0.06371
CIE x,0.3991
CIE y,0.5678
CIE u,0.1771
CIE v,0.3779
CIE u',0.1771
CIE v',0.5668
色容差,77.85
顯色指數Ra,37.9
R1,73
R2,39
R3,9
R4,35
R5,88
R6,31
R7,16
R8,13
R9,-24
R10,-24
R11,29
R12,11
R13,55
R14,52
R15,64
輻照度Ee(mW/c㎡),0.018
明暗視覺比S/P,1.774
主波長(nm),564.60
色純度(%),90.5
半寬度(nm),12.0
峰值波長(nm),630.0
中心波長(nm),629.0
質心波長(nm),572.7
紅色比(%),20.9
綠色比(%),78.9
藍色比(%),0.3
CIE1931 X,76.172
CIE1931 Y,108.361
CIE1931 Z,6.314
TLCI-2012,5
積分時間(ms),140.00
峰值信號,9585
暗信號,2334
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
715,0.001931,
716,0.000480,
717,0.000000,
718,0.000000,
719,0.000000,
720,0.000000,
721,0.000000,
722,0.000000,
723,0.000000,
724,0.000000,
725,0.001342,
726,0.005312,
727,0.005348,
728,0.005630,
729,0.002595,
730,0.002146,
731,0.002078,
732,0.000390,
733,0.000000,
734,0.000000,
735,0.000000,
736,0.001504,
737,0.003440,
738,0.003487,
739,0.003514,
740,0.000193,
741,0.000000,
742,0.000000,
743,0.000000,
744,0.000000,
745,0.000000,
746,0.000000,
747,0.001691,
748,0.002278,
749,0.002310,
750,0.001757,
751,0.000905,
752,0.011355,
753,0.011699,
754,0.011844,
755,0.004256,
756,0.000000,
757,0.000000,
758,0.000097,
759,0.000860,
760,0.000871,
761,0.000883,
762,0.000320,
763,0.000000,
764,0.003939,
765,0.007068,
766,0.007155,
767,0.006040,
768,0.000000,
769,0.000775,
770,0.038949,
771,0.046310,
772,0.046961,
773,0.026041,
774,0.001115,
775,0.000280,
776,0.000079,
777,0.000133,
778,0.000134,
779,0.000109,
780,0.000000,
