類型,OHSP-350
系統版本號,1.60.2
描述,OHS
測試日期,2026-03-04
測試時間,21:41:26
照度E(lx),78.87
燭光E(fc),7.33
相關色溫(K),5351
黑體偏離Duv,0.09028
CIE x,0.3439
CIE y,0.6162
CIE u,0.1417
CIE v,0.3809
CIE u',0.1417
CIE v',0.5713
色容差,100.00
顯色指數Ra,32.2
R1,65
R2,26
R3,4
R4,18
R5,60
R6,19
R7,21
R8,46
R9,82
R10,-50
R11,0
R12,-5
R13,38
R14,52
R15,63
輻照度Ee(mW/c㎡),0.017
明暗視覺比S/P,1.928
主波長(nm),556.10
色純度(%),88.9
半寬度(nm),24.6
峰值波長(nm),527.7
中心波長(nm),529.3
質心波長(nm),561.9
紅色比(%),13.8
綠色比(%),85.9
藍色比(%),0.3
CIE1931 X,64.439
CIE1931 Y,115.469
CIE1931 Z,7.482
TLCI-2012,5
積分時間(ms),140.00
峰值信號,9200
暗信號,2358
補償電平,2958
起始波長(nm),380
終止波長(nm),780
波長(nm),[mW/m2/nm]
380,0.012764,
381,0.011676,
382,0.003679,
383,0.003129,
384,0.000570,
385,0.000542,
386,0.000000,
387,0.000000,
388,0.000000,
389,0.000000,
390,0.000000,
391,0.000000,
392,0.000000,
393,0.000011,
394,0.001065,
395,0.001576,
396,0.002659,
397,0.001883,
398,0.001430,
399,0.000231,
400,0.000000,
401,0.000000,
402,0.003167,
403,0.003714,
404,0.004342,
405,0.003126,
406,0.001448,
407,0.001335,
408,0.000000,
409,0.000000,
410,0.000000,
411,0.000219,
412,0.000543,
413,0.000536,
414,0.000534,
415,0.000000,
416,0.000000,
417,0.000000,
418,0.000000,
419,0.000000,
420,0.000255,
421,0.001383,
422,0.001367,
423,0.001294,
424,0.000609,
425,0.000412,
426,0.000599,
427,0.003028,
428,0.008154,
429,0.014061,
430,0.013033,
431,0.008513,
432,0.001942,
433,0.000592,
434,0.000474,
435,0.001267,
436,0.001333,
437,0.001286,
438,0.000631,
439,0.000408,
440,0.001241,
441,0.008328,
442,0.010411,
443,0.014819,
444,0.011986,
445,0.009155,
446,0.010139,
447,0.009012,
448,0.033819,
449,0.067147,
450,0.074453,
451,0.069901,
452,0.042935,
453,0.045520,
454,0.045960,
455,0.040372,
456,0.031253,
457,0.023927,
458,0.017277,
459,0.010832,
460,0.007470,
461,0.007968,
462,0.006238,
463,0.006963,
464,0.006311,
465,0.008581,
466,0.007966,
467,0.005347,
468,0.001184,
469,0.001138,
470,0.001311,
471,0.003446,
472,0.002850,
473,0.002683,
474,0.000425,
475,0.001914,
476,0.009415,
477,0.012851,
478,0.014216,
479,0.010179,
480,0.004597,
481,0.003071,
482,0.002431,
483,0.006899,
484,0.012787,
485,0.024686,
486,0.029391,
487,0.030574,
488,0.024089,
489,0.027306,
490,0.042479,
491,0.053041,
492,0.065153,
493,0.071774,
494,0.075821,
495,0.088714,
496,0.099934,
497,0.120025,
498,0.136487,
499,0.152054,
500,0.165116,
501,0.192015,
502,0.225224,
503,0.259197,
504,0.301504,
505,0.349889,
506,0.403509,
507,0.472718,
508,0.549002,
509,0.636878,
510,0.741820,
511,0.862193,
512,1.008300,
513,1.168879,
514,1.345015,
515,1.535258,
516,1.745199,
517,1.980636,
518,2.225362,
519,2.480659,
520,2.732472,
521,2.985414,
522,3.219930,
523,3.429500,
524,3.609881,
525,3.757170,
526,3.867500,
527,3.930786,
528,3.953343,
529,3.940430,
530,3.875740,
531,3.774336,
532,3.639178,
533,3.481453,
534,3.303295,
535,3.111945,
536,2.920064,
537,2.740087,
538,2.557479,
539,2.380481,
540,2.204773,
541,2.055551,
542,1.917623,
543,1.792542,
544,1.685448,
545,1.574297,
546,1.477144,
547,1.390087,
548,1.309859,
549,1.234978,
550,1.151049,
551,1.063511,
552,0.979618,
553,0.904204,
554,0.843493,
555,0.792103,
556,0.733080,
557,0.679705,
558,0.629682,
559,0.577847,
560,0.530046,
561,0.477443,
562,0.437804,
563,0.406452,
564,0.385121,
565,0.369426,
566,0.342968,
567,0.313367,
568,0.282604,
569,0.263360,
570,0.251698,
571,0.246773,
572,0.229515,
573,0.217036,
574,0.199512,
575,0.186028,
576,0.177638,
577,0.166282,
578,0.152501,
579,0.141117,
580,0.129000,
581,0.115183,
582,0.113253,
583,0.113788,
584,0.114872,
585,0.108859,
586,0.098037,
587,0.098074,
588,0.106669,
589,0.114840,
590,0.117179,
591,0.105363,
592,0.092765,
593,0.094427,
594,0.097922,
595,0.106043,
596,0.105439,
597,0.102537,
598,0.110496,
599,0.124642,
600,0.136460,
601,0.147500,
602,0.148986,
603,0.149824,
604,0.159546,
605,0.181891,
606,0.212223,
607,0.240725,
608,0.273644,
609,0.304310,
610,0.338076,
611,0.388838,
612,0.443078,
613,0.513743,
614,0.588630,
615,0.660622,
616,0.756857,
617,0.862031,
618,0.975163,
619,1.090087,
620,1.219431,
621,1.364622,
622,1.509959,
623,1.690157,
624,1.892054,
625,2.151951,
626,2.465697,
627,2.767646,
628,3.090653,
629,3.338332,
630,3.449331,
631,3.385251,
632,3.150140,
633,2.724728,
634,2.210767,
635,1.697432,
636,1.270091,
637,0.969375,
638,0.728292,
639,0.548570,
640,0.420697,
641,0.350220,
642,0.306137,
643,0.262768,
644,0.219465,
645,0.162848,
646,0.133966,
647,0.114213,
648,0.091258,
649,0.070045,
650,0.056876,
651,0.050162,
652,0.049636,
653,0.040913,
654,0.025328,
655,0.022329,
656,0.023157,
657,0.026338,
658,0.031025,
659,0.028534,
660,0.028260,
661,0.024424,
662,0.016786,
663,0.023684,
664,0.029399,
665,0.028256,
666,0.016716,
667,0.002961,
668,0.000274,
669,0.002866,
670,0.007368,
671,0.013244,
672,0.013150,
673,0.007878,
674,0.002726,
675,0.000000,
676,0.000000,
677,0.000000,
678,0.000000,
679,0.000000,
680,0.000000,
681,0.000392,
682,0.001580,
683,0.002022,
684,0.002740,
685,0.001535,
686,0.007924,
687,0.013448,
688,0.013514,
689,0.010969,
690,0.001784,
691,0.000000,
692,0.000000,
693,0.000000,
694,0.000000,
695,0.000000,
696,0.000878,
697,0.008335,
698,0.009070,
699,0.009942,
700,0.004664,
701,0.001163,
702,0.000927,
703,0.000000,
704,0.000000,
705,0.000000,
706,0.000000,
707,0.000000,
708,0.000000,
709,0.000000,
710,0.000000,
711,0.000000,
712,0.000176,
713,0.001288,
714,0.002212,
715,0.002230,
716,0.001796,
717,0.000026,
718,0.000000,
719,0.000000,
720,0.000000,
721,0.000000,
722,0.000000,
723,0.000000,
724,0.000358,
725,0.005955,
726,0.011758,
727,0.011839,
728,0.008701,
729,0.000893,
730,0.000324,
731,0.000327,
732,0.000166,
733,0.000000,
734,0.000000,
735,0.000000,
736,0.000890,
737,0.002074,
738,0.002161,
739,0.002179,
740,0.000444,
741,0.002627,
742,0.002655,
743,0.002689,
744,0.001062,
745,0.000000,
746,0.000000,
747,0.000000,
748,0.000000,
749,0.000000,
750,0.000000,
751,0.000896,
752,0.013196,
753,0.013554,
754,0.013723,
755,0.005018,
756,0.000000,
757,0.000000,
758,0.000511,
759,0.003411,
760,0.003453,
761,0.003502,
762,0.001104,
763,0.000000,
764,0.006926,
765,0.010887,
766,0.011022,
767,0.008415,
768,0.000000,
769,0.000000,
770,0.044868,
771,0.053868,
772,0.053654,
773,0.030598,
774,0.000000,
775,0.000000,
776,0.000000,
777,0.000000,
778,0.000000,
779,0.000000,
780,0.000000,
