栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-9.99873,0.000978619,0.799706,0.000583405,0.596151
-9.87722,0.000905836,0.799708,0.000535702,0.59139
-9.75562,0.000861964,0.799707,0.000472972,0.548714
-9.63511,0.000841817,0.799708,0.000453712,0.538967
-9.51386,0.000830431,0.799707,0.000477146,0.574576
-9.39225,0.000820953,0.799708,0.000464862,0.566247
-9.27074,0.000801163,0.799708,0.000419902,0.524116
-9.15021,0.000796931,0.799708,0.00044918,0.563637
-9.02857,0.000788049,0.799707,0.000460688,0.584593
-8.90695,0.000759914,0.799707,0.000401596,0.528476
-8.78645,0.000757112,0.799708,0.000405412,0.535472
-8.6649,0.000767007,0.799708,0.000453235,0.590914
-8.5433,0.000742508,0.799708,0.00038484,0.518297
-8.42317,0.000744058,0.799708,0.000421333,0.566264
-8.30153,0.000734699,0.799707,0.000427177,0.581431
-8.18002,0.000721586,0.799707,0.000396587,0.549605
-8.05955,0.000722778,0.799707,0.000427713,0.591763
-7.93791,0.000708174,0.799707,0.000411315,0.580811
-7.81658,0.000702272,0.799707,0.000418232,0.595541
-7.69606,0.000685701,0.799707,0.000407678,0.594542
-7.57453,0.000676521,0.799707,0.00040249,0.594941
-7.45293,0.00065685,0.799707,0.000365103,0.555839
-7.33171,0.000652141,0.799707,0.000390624,0.598987
-7.21122,0.000645107,0.799706,0.000388,0.601451
-7.08959,0.000635808,0.799707,0.000387881,0.61006
-6.96805,0.000626629,0.799707,0.000388656,0.620233
-6.84755,0.000611428,0.799707,0.000400344,0.654769
-6.72616,0.000601414,0.799707,0.000448822,0.746278
-6.60457,0.0005914,0.799706,0.000555916,0.94
-6.48416,0.000582041,0.799707,0.00074971,1.28807
-6.36256,0.000572385,0.799707,0.00104219,1.82078
-6.24091,0.000564159,0.799707,0.00142871,2.53246
-6.12077,0.000551045,0.799708,0.00187223,3.3976
-5.99917,0.000542223,0.799708,0.00238379,4.39633
-5.87765,0.000530062,0.799706,0.00294973,5.56488
-5.75604,0.000512597,0.799707,0.00352628,6.87924
-5.63579,0.000500437,0.799707,0.00412382,8.24044
-5.51418,0.000487382,0.799708,0.00470252,9.64853
-5.39253,0.000469142,0.799708,0.00523167,11.1516
-5.2721,0.00044971,0.799707,0.00568998,12.6526
-5.1505,0.000431589,0.799708,0.00610142,14.1371
-5.02926,0.000415494,0.799707,0.00644065,15.5012
-4.90875,0.000398983,0.799707,0.00672013,16.8431
-4.78723,0.000383246,0.799708,0.0069698,18.1862
-4.66564,0.000364708,0.799708,0.00715393,19.6155
-4.54511,0.000348077,0.799708,0.00729198,20.9493
-4.42398,0.000332101,0.799707,0.00743032,22.3737
-4.30238,0.000313563,0.799707,0.00754331,24.0568
-4.18196,0.000296813,0.799707,0.0076129,25.6488
-4.06034,0.000282328,0.799708,0.00770664,27.2968
-3.93911,0.000264922,0.799707,0.00737403,27.8347
-3.81751,0.000253358,0.799707,0.00773758,30.5401
-3.69698,0.00023935,0.799707,0.00782309,32.6847
-3.57547,0.000225104,0.799707,0.0079312,35.2335
-3.45388,0.000210023,0.799707,0.00743461,35.399
-3.3337,0.000202989,0.799707,0.00798749,39.3494
-3.21211,0.000191246,0.799707,0.00803203,41.9984
-3.09059,0.000175748,0.799707,0.00740378,42.1273
-2.9701,0.000167223,0.799707,0.00809476,48.407
-2.84845,0.000156494,0.799708,0.00812505,51.9192
-2.72722,0.000144989,0.799707,0.0081492,56.2056
-2.60672,0.000136406,0.799707,0.00816077,59.8271
-2.48518,0.000127166,0.799707,0.00819619,64.4527
-2.36357,0.000115602,0.799708,0.00755017,65.3118
-2.24209,0.000110416,0.799706,0.00825457,74.7588
-2.1216,0.000102667,0.799706,0.00830078,80.8515
-1.99995,9.59313e-5,0.799707,0.00831032,86.6278
-1.87842,8.85995e-5,0.799707,0.0083034,93.7184
-1.75794,8.29962e-5,0.799708,0.00835129,100.623
-1.63668,7.67969e-5,0.799707,0.0083619,108.883
-1.51509,7.02995e-5,0.799707,0.00800544,113.876
-1.39468,6.64846e-5,0.799706,0.00840167,126.37
-1.27308,6.17159e-5,0.799706,0.00839971,136.103
-1.15144,5.73644e-5,0.799707,0.00840781,146.568
-1.03113,5.33706e-5,0.799706,0.00841473,157.666
-0.909526,4.93769e-5,0.799706,0.00841503,170.424
-0.787998,4.54427e-5,0.799706,0.00844771,185.898
-0.667497,4.15681e-5,0.799707,0.0084653,203.649
-0.54628,3.84088e-5,0.799707,0.00845844,220.221
-0.424667,3.48323e-5,0.799705,0.00846285,242.96
-0.303024,3.21499e-5,0.799706,0.00846518,263.303
-0.182606,2.95271e-5,0.799707,0.00818576,277.229
-0.061022,2.69639e-5,0.799707,0.0084879,314.788
0.0595033,6.49072e-5,0.799707,0.00849571,130.89
0.181079,6.32382e-5,0.799707,0.00804455,127.21
0.302563,6.27614e-5,0.799706,0.00848969,135.269
0.424177,6.19865e-5,0.799707,0.00850161,137.153
0.544639,6.07348e-5,0.799707,0.00843095,138.816
0.665837,5.97812e-5,0.799706,0.00851652,142.462
0.787403,5.7397e-5,0.799707,0.00853429,148.689
0.907797,3.58201e-5,0.799709,0.00805648,224.915
1.02938,3.89791e-5,0.799706,0.00851986,218.575
1.15076,6.53348e-7,0.799706,0.00851002,13025.2
1.27125,9.26875e-5,0.799706,0.00842785,90.9276
1.39282,0.000269594,0.799706,0.00831402,30.839
1.51431,0.000515225,0.799706,0.0081857,15.8876
1.63587,0.000893953,0.799706,0.00791671,8.85585
1.75599,0.00120801,0.799706,0.0077247,6.39457
1.87755,0.00135976,0.799706,0.00771862,5.67646
1.99905,0.00168467,0.799706,0.0070048,4.15797
