栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-9.99892,0.00386059,0.199918,0.00243083,0.629652
-9.87742,0.00356898,0.199919,0.00222338,0.622974
-9.75584,0.00346359,0.199918,0.00215499,0.622184
-9.63531,0.00339278,0.199918,0.0021111,0.622233
-9.51406,0.00337519,0.199918,0.00210085,0.622439
-9.39245,0.00330879,0.199918,0.0020693,0.625395
-9.27091,0.00326426,0.199919,0.00204092,0.625232
-9.15041,0.00324065,0.199919,0.00202834,0.625905
-9.02876,0.00322665,0.199918,0.00200615,0.621744
-8.90716,0.0031947,0.199918,0.00198528,0.621429
-8.78663,0.00316859,0.199918,0.00197038,0.621848
-8.66509,0.00314611,0.199918,0.00195577,0.621647
-8.54348,0.00312132,0.199918,0.00194408,0.622839
-8.42333,0.00310206,0.199918,0.00193728,0.624514
-8.30172,0.00306403,0.199918,0.00191725,0.625728
-8.1802,0.00303882,0.199918,0.00189984,0.62519
-8.05972,0.0030145,0.199918,0.0018891,0.626671
-7.93808,0.00298648,0.199918,0.00187461,0.627699
-7.81673,0.00296169,0.199918,0.00186388,0.62933
-7.69623,0.00292652,0.199918,0.00184325,0.629844
-7.57469,0.00289778,0.199919,0.00182482,0.62973
-7.45308,0.00287478,0.199918,0.00180699,0.628566
-7.33185,0.00285063,0.199918,0.00180181,0.632074
-7.21135,0.0028343,0.199918,0.00179626,0.633758
-7.08971,0.00279442,0.199918,0.00177766,0.636146
-6.96818,0.0027673,0.199919,0.00176054,0.636194
-6.84767,0.00275109,0.199918,0.00176108,0.640139
-6.7263,0.00273237,0.199918,0.00177265,0.648759
-6.60468,0.0026885,0.199918,0.00178344,0.663359
-6.48428,0.00267067,0.199918,0.00184563,0.691074
-6.36265,0.00264385,0.199918,0.00194784,0.736744
-6.24102,0.00260594,0.199919,0.00206757,0.793407
-6.12087,0.00256707,0.199918,0.00220836,0.860265
-5.99928,0.00252541,0.199918,0.00235415,0.932185
