栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-9.99868,0.00119416,0.799688,0.000704034,0.589564
-9.87723,0.00109784,0.79969,0.000638621,0.581707
-9.75561,0.00105659,0.79969,0.000615783,0.582802
-9.63512,0.00102541,0.79969,0.000600041,0.585172
-9.51388,0.00100437,0.799691,0.000588771,0.586209
-9.39226,0.000996978,0.799691,0.000581497,0.58326
-9.27074,0.00101444,0.79969,0.000601294,0.592735
-9.15023,0.00100544,0.79969,0.000599266,0.596024
-9.02859,0.000999124,0.79969,0.000596464,0.596987
-8.90696,0.000977903,0.799689,0.00058412,0.597319
-8.78646,0.000970154,0.79969,0.000581735,0.599632
-8.66491,0.000962524,0.79969,0.000577203,0.599676
-8.54326,0.000943926,0.79969,0.000564562,0.5981
-8.42319,0.000936654,0.79969,0.00056325,0.601343
-8.30157,0.00093266,0.799691,0.000562654,0.603279
-8.18007,0.000911797,0.799692,0.000552636,0.606095
-8.05958,0.000883483,0.799691,0.00053439,0.604867
-7.9379,0.000878714,0.799691,0.00053272,0.60625
-7.8166,0.000866018,0.799691,0.000523656,0.604671
-7.69611,0.00085958,0.799691,0.000523358,0.608853
-7.57457,0.000849685,0.799691,0.000520794,0.612926
-7.45296,0.000841459,0.79969,0.000515785,0.612965
-7.33173,0.000821073,0.79969,0.000505887,0.616129
-7.21125,0.000805276,0.79969,0.000498254,0.618737
-7.08961,0.000791387,0.799689,0.000494379,0.624699
-6.96807,0.000786738,0.79969,0.000497837,0.632786
-6.84757,0.00077428,0.79969,0.000507616,0.655597
-6.72622,0.000763073,0.79969,0.000548104,0.718285
-6.60458,0.000750198,0.799691,0.000643332,0.85755
-6.48418,0.000738395,0.799691,0.000815183,1.10399
-6.36258,0.000725043,0.799691,0.00108101,1.49096
-6.24095,0.000709425,0.79969,0.00144105,2.03129
-6.1208,0.000693331,0.799691,0.00187777,2.70833
-5.9992,0.000677058,0.799692,0.00237621,3.50961
-5.87767,0.000659235,0.799691,0.00290477,4.40627
-5.75605,0.000637954,0.799691,0.00346743,5.43524
-5.6358,0.000623648,0.799691,0.00404064,6.47904
-5.51419,0.000607494,0.799691,0.0046036,7.57802
-5.39255,0.000586572,0.799691,0.00512905,8.74411
-5.27212,0.00056398,0.799691,0.00558533,9.90342
-5.15052,0.000538944,0.799691,0.00596559,11.069
-5.02927,0.000515935,0.799691,0.00628621,12.1841
-4.90879,0.000494118,0.799691,0.00656235,13.2809
-4.78725,0.000478501,0.799689,0.0067955,14.2016
-4.66566,0.000455432,0.79969,0.00697523,15.3156
-4.54513,0.000434867,0.799691,0.00712412,16.3823
-4.42401,0.000413587,0.799691,0.0072367,17.4974
-4.3024,0.000393916,0.79969,0.00732906,18.6056
-4.18196,0.000375795,0.79969,0.00742179,19.7496
-4.06036,0.000355945,0.79969,0.00749293,21.0508
-3.93914,0.000338957,0.799691,0.00756502,22.3185
-3.81753,0.000322206,0.79969,0.00762166,23.6546
-3.697,0.000305993,0.79969,0.00766591,25.0526
-3.57547,0.00028817,0.799689,0.00770103,26.7239
-3.45389,0.000272612,0.799689,0.00774778,28.4205
-3.33371,0.000256816,0.79969,0.00777861,30.2887
-3.21211,0.000240006,0.79969,0.00780258,32.5099
-3.0906,0.000226892,0.79969,0.00782816,34.5017
-2.97011,0.000213063,0.799691,0.007851,36.8483
-2.84848,0.000198518,0.79969,0.00786924,39.6399
-2.72724,0.000185821,0.79969,0.0078888,42.4538
-2.60675,0.000174377,0.799691,0.00791218,45.374
-2.4852,0.000162693,0.799689,0.00792482,48.7103
-2.3636,0.000151904,0.79969,0.00795243,52.3517
-2.24212,0.000141651,0.799691,0.00797127,56.274
-2.12162,0.000131935,0.79969,0.00797294,60.4308
-1.99998,0.00012204,0.79969,0.00798594,65.4371
-1.87846,0.000113218,0.79969,0.00800353,70.6913
-1.75798,0.000103919,0.799691,0.00800591,77.0399
-1.63672,9.54545e-5,0.799691,0.00801897,84.0083
-1.51511,8.71688e-5,0.79969,0.00802577,92.0716
-1.3947,8.0135e-5,0.79969,0.00803215,100.233
-1.2731,7.33992e-5,0.799691,0.00803579,109.481
-1.15147,6.72595e-5,0.799691,0.00805278,119.727
-1.03116,6.18351e-5,0.799691,0.00807025,130.512
-0.909563,5.59934e-5,0.79969,0.00808349,144.365
-0.788017,5.22381e-5,0.799691,0.00810305,155.118
-0.667528,4.81251e-5,0.79969,0.00810424,168.399
-0.546286,4.38928e-5,0.799691,0.00811468,184.875
-0.424696,3.97202e-5,0.79969,0.00813125,204.713
-0.303056,3.63821e-5,0.79969,0.00814968,224.002
-0.182635,3.29248e-5,0.79969,0.00815988,247.834
-0.0610403,3.00636e-5,0.799689,0.00817425,271.899
0.0595049,7.25962e-5,0.799689,0.00818749,112.781
0.18108,6.86027e-5,0.79969,0.00818886,119.366
0.302572,6.60397e-5,0.799689,0.00820686,124.272
0.424177,6.35959e-5,0.799689,0.00821676,129.203
0.544639,6.21654e-5,0.79969,0.00823203,132.421
0.66584,5.91255e-5,0.799691,0.00823763,139.324
0.787423,5.65029e-5,0.799689,0.00825874,146.165
0.907814,4.84563e-5,0.79969,0.0082554,170.368
1.02941,3.24226e-5,0.799689,0.00826798,255.007
1.15078,3.51898e-6,0.79969,0.00825087,2344.68
1.27128,9.50121e-5,0.799689,0.00820764,86.3852
1.39283,0.000256481,0.79969,0.00810758,31.6108
1.51433,0.000494661,0.799689,0.0079479,16.0674
1.6359,0.000775518,0.799689,0.00778881,10.0434
1.75601,0.000791433,0.799689,0.00787217,9.94673
1.87758,0.00107169,0.799689,0.0076736,7.16028
1.99908,0.001387,0.799689,0.00750348,5.40986
