栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-9.99877,0.0013839,4.99771,0.000972485,0.702713
-9.87728,0.0012437,4.99772,0.000856804,0.688915
-9.75568,0.00120936,4.99773,0.000831164,0.687276
-9.63516,0.00116496,4.99771,0.00079962,0.686393
-9.51391,0.00114618,4.99771,0.000787038,0.686662
-9.39231,0.00111161,4.99772,0.000759847,0.683555
-9.27077,0.00110356,4.99773,0.000755017,0.684165
-9.15027,0.00109641,4.99773,0.000755196,0.68879
-9.02862,0.00108365,4.99772,0.000751917,0.693874
-8.90701,0.00106356,4.99773,0.000735399,0.69145
-8.78648,0.00105033,4.99773,0.000729735,0.694767
-8.66496,0.0010297,4.99773,0.000720254,0.699479
-8.54335,0.00103,4.99771,0.000723474,0.702402
-8.42321,0.00101444,4.99773,0.000713575,0.703418
-8.3016,0.00101015,4.99773,0.000710415,0.703277
-8.18008,0.00100038,4.99772,0.000709818,0.709548
-8.05959,0.000995727,4.99773,0.000713158,0.716218
-7.93797,0.000976711,4.99773,0.0007032,0.719967
-7.81662,0.000960975,4.99772,0.000695985,0.724249
-7.69612,0.00094184,4.99772,0.000684118,0.726363
-7.57459,0.000930395,4.99773,0.000680421,0.731325
-7.45299,0.000919904,4.99772,0.000676784,0.735712
-7.33176,0.000910069,4.99772,0.000675234,0.741959
-7.21127,0.000897908,4.99773,0.000675353,0.752141
-7.08963,0.000881337,4.99773,0.000682806,0.774739
-6.96809,0.000879191,4.99772,0.000739931,0.841604
-6.84761,0.000870906,4.99773,0.000860143,0.987642
-6.72621,0.000834306,4.99772,0.00100373,1.20307
-6.6046,0.000833054,4.99772,0.00135775,1.62985
-6.4842,0.000821073,4.99772,0.00178553,2.17463
-6.36259,0.000812608,4.99772,0.00232785,2.86467
-6.24096,0.000796633,4.99773,0.0029632,3.71966
-6.12082,0.000781075,4.99773,0.00360016,4.60924
-5.99921,0.000769988,4.99772,0.00433974,5.63611
-5.87767,0.000757291,4.99772,0.00511522,6.75463
-5.75608,0.000740958,4.99772,0.00593333,8.00765
-5.6358,0.000732017,4.99772,0.00687451,9.39119
-5.51419,0.000725579,4.99772,0.00783281,10.7953
-5.39256,0.000699888,4.99772,0.00868074,12.403
-5.27213,0.000690589,4.99773,0.00960702,13.9113
-5.15053,0.000681707,4.99773,0.0105003,15.403
-5.02929,0.000675687,4.99772,0.0115686,17.1212
-4.90877,0.000662692,4.99773,0.0125269,18.903
-4.78727,0.000655122,4.99773,0.0135201,20.6375
-4.66568,0.000646061,4.99774,0.0145268,22.4852
-4.54515,0.000629132,4.99773,0.0154761,24.5991
-4.42401,0.000623112,4.99773,0.0164181,26.3486
-4.30241,0.000610654,4.99773,0.0174341,28.5499
-4.18198,0.000597659,4.99772,0.0183887,30.7679
-4.06038,0.000581684,4.99773,0.0192865,33.1563
-3.93915,0.000587048,4.99773,0.0203531,34.6702
-3.81755,0.000579955,4.99774,0.0212416,36.6263
-3.69702,0.000572981,4.99772,0.0221632,38.6805
-3.57549,0.00055933,4.99772,0.0230933,41.2874
-3.45389,0.000557482,4.99773,0.0241072,43.243
-3.33374,0.000547111,4.99773,0.0250087,45.7105
-3.21212,0.000538348,4.99773,0.0259175,48.1427
-3.09061,0.000527678,4.99773,0.0267498,50.6934
-2.97012,0.000522194,4.99773,0.0276948,53.0355
-2.84847,0.0005182,4.99773,0.0286005,55.192
-2.72723,0.000508663,4.99772,0.0294659,57.9281
-2.60675,0.000497397,4.99772,0.0303187,60.9547
-2.48521,0.000487084,4.99773,0.0311478,63.9475
-2.36361,0.000474269,4.99773,0.0319399,67.3455
-2.24211,0.000463479,4.99772,0.0327938,70.7557
-2.12163,0.000455373,4.99772,0.0335997,73.785
-1.99997,0.000445656,4.99771,0.0343428,77.0612
-1.87845,0.000434509,4.99771,0.0350996,80.7799
-1.75796,0.000419548,4.99773,0.0357416,85.1907
-1.6367,0.000414839,4.99773,0.0363997,87.7442
-1.5151,0.000401367,4.99772,0.0369681,92.1055
-1.39469,0.000392366,4.99771,0.0375589,95.7241
-1.27309,0.000376629,4.99771,0.0380608,101.056
-1.15146,0.000361906,4.99771,0.0384648,106.284
-1.03115,0.00034152,4.99771,0.0387664,113.511
-0.909552,0.000333949,4.99773,0.0392726,117.601
-0.788025,0.000321133,4.99771,0.0396249,123.391
-0.667521,0.00030796,4.99771,0.039929,129.656
-0.546288,0.000293952,4.99771,0.0402433,136.904
-0.424675,0.000275354,4.99771,0.0403983,146.714
-0.303034,0.000265816,4.99771,0.0406784,153.032
-0.182613,0.000253001,4.99772,0.0408455,161.444
-0.0610307,0.000236727,4.99771,0.040894,172.748
0.0595137,0.000266073,4.99771,0.0409949,154.074
0.181086,0.000257073,4.99771,0.0412106,160.307
0.302579,0.000244734,4.99771,0.0413065,168.781
0.424177,0.000233111,4.99772,0.0413219,177.263
0.54464,0.000222561,4.99772,0.0413491,185.788
0.665856,0.000212607,4.99771,0.0413623,194.548
0.787413,0.000202713,4.99771,0.0414401,204.427
0.907809,0.000192163,4.99771,0.0414683,215.798
1.0294,0.000182328,4.99772,0.0414865,227.538
1.15078,0.000172792,4.99772,0.0414,239.594
1.27127,0.000166235,4.99771,0.0414746,249.494
1.39283,0.000157354,4.99771,0.0413742,262.937
1.51433,0.000160692,4.9977,0.041448,257.934
1.6359,0.000168023,4.99771,0.0415735,247.427
1.75602,0.000180302,4.99771,0.0416831,231.185
1.8776,0.000196931,4.99772,0.0417518,212.012
1.99909,0.000134347,4.99773,0.0419234,312.053
