栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-3.81751,0.00153763,4.99795,0.0201323,13.0931
-3.69697,0.00151224,4.99794,0.0210186,13.899
-3.57545,0.00149298,4.99794,0.0218978,14.6672
-3.45385,0.00146986,4.99794,0.0227676,15.4896
-3.33369,0.00144977,4.99793,0.0236382,16.3048
-3.21208,0.00140691,4.99793,0.0242356,17.2261
-3.09055,0.00135457,4.99795,0.0247797,18.2934
-2.97006,0.00127797,4.99795,0.0249542,19.5264
-2.84842,0.00126265,4.99792,0.025829,20.4562
-2.72719,0.00122123,4.99793,0.0263286,21.5591
-2.60669,0.0012251,4.99792,0.0274372,22.3959
-2.48515,0.00124775,4.99793,0.0288551,23.1257
-2.36353,0.00117777,4.99792,0.0289913,24.6154
-2.24204,0.00112848,4.99794,0.0292487,25.9187
-2.12154,0.00106249,4.99794,0.0291414,27.4275
-1.9999,0.00104949,4.99794,0.0300293,28.6132
-1.87838,0.00100371,4.99793,0.0302222,30.1105
-1.75789,0.000975996,4.99793,0.0307045,31.4597
-1.63663,0.000998826,4.99792,0.0322537,32.2916
-1.51501,0.00101939,4.99793,0.0335631,32.9247
-1.39459,0.00095555,4.99795,0.033382,34.9349
-1.273,0.000937727,4.99791,0.0340327,36.2928
-1.15137,0.000932303,4.99792,0.0349807,37.5207
-1.03107,0.000892365,4.99792,0.0350787,39.3098
-0.909459,0.000833948,4.99793,0.0348096,41.7407
-0.787906,0.000774697,4.99793,0.0343959,44.3992
-0.667411,0.000808078,4.99792,0.0361323,44.7139
-0.546184,0.000784592,4.99793,0.0364899,46.5081
-0.424582,0.000751032,4.99792,0.0365846,48.7124
-0.302951,0.000714194,4.99792,0.036611,51.262
-0.182516,0.000668891,4.99793,0.0363259,54.3077
-0.0609241,0.000539838,4.99793,0.0335187,62.0903
0.0595018,0.000635979,4.99793,0.034397,54.0851
0.18108,0.000621615,4.99794,0.0352172,56.6544
0.302572,0.000646172,4.99792,0.0368425,57.0166
0.424181,0.0006178,4.99792,0.037088,60.0324
0.544647,0.000590084,4.99793,0.0372137,63.0651
0.665856,0.000561354,4.99793,0.0372737,66.3996
0.787429,0.000516114,4.99795,0.0368267,71.3538
0.907836,0.000442681,4.99794,0.0353946,79.9551
1.02942,0.00040364,4.99793,0.0348853,86.4268
1.1508,0.000387011,4.99793,0.0351579,90.8447
1.27129,0.000408707,4.99792,0.036677,89.7391
1.39286,0.000394879,4.99794,0.0368099,93.2182
1.51436,0.000372706,4.99794,0.0368427,98.8519
1.63593,0.000312147,4.99799,0.0345688,110.745
1.75604,0.000187872,4.99794,0.0295512,157.294
1.87763,0.000278769,4.99793,0.0336089,120.562
1.99911,0.000236449,4.99793,0.0322267,136.295
