栅极电压(V),栅极电流(A),漏极电压(V),漏极电流(A),放大倍数
-3.57547,0.00203954,7.99655,0.0233525,11.4499
-3.45386,0.00206588,7.99652,0.0243343,11.7791
-3.33373,0.00204484,7.99653,0.0252208,12.3339
-3.21211,0.00201444,7.99653,0.025983,12.8984
-3.09058,0.001981,7.99655,0.0268129,13.535
-2.97009,0.00196097,7.99654,0.0276785,14.1147
-2.84846,0.00195424,7.99654,0.0288318,14.7535
-2.72722,0.00193343,7.99654,0.0297259,15.3747
-2.60673,0.00191352,7.99653,0.0305373,15.9587
-2.4852,0.00182602,7.99653,0.0309609,16.9554
-2.36358,0.00176718,7.99654,0.0315978,17.8804
-2.24209,0.001686,7.99653,0.0320832,19.0292
-2.1216,0.00180366,7.99654,0.0336238,18.642
-1.99996,0.00180432,7.99654,0.0345165,19.1299
-1.87843,0.00177529,7.99653,0.0352676,19.8658
-1.75795,0.0017561,7.99652,0.0359786,20.4878
-1.6367,0.00174733,7.99653,0.036745,21.0292
-1.51509,0.00172909,7.99655,0.0374438,21.6552
-1.39468,0.00171085,7.99654,0.0381018,22.2707
-1.27308,0.00170352,7.99654,0.0388151,22.7852
-1.15145,0.00168695,7.99653,0.039472,23.3984
-1.03115,0.00166597,7.99653,0.0400704,24.0523
-0.90954,0.0016283,7.99653,0.0405342,24.8936
-0.787993,0.00162746,7.99654,0.0412617,25.3534
-0.667496,0.00160171,7.99656,0.0417108,26.0414
-0.546268,0.00159789,7.99654,0.0423785,26.5215
-0.424677,0.00159503,7.99654,0.0429083,26.9012
-0.303041,0.00158174,7.99654,0.0434229,27.4526
-0.182603,0.00148571,7.99628,0.0419702,28.2493
-0.0610299,0.00154842,7.99653,0.0444184,28.6863
0.0595033,0.00160008,7.99653,0.0448022,28
0.181061,0.00151765,7.99653,0.0450217,29.6654
0.302549,0.00150776,7.99654,0.0454501,30.1441
0.424158,0.00149476,7.99653,0.0458052,30.6438
0.544623,0.00145685,7.99652,0.0460753,31.6267
0.665829,0.00144851,7.99653,0.0464267,32.0513
0.787407,0.00141537,7.99653,0.0466481,32.9582
0.907799,0.00140232,7.99653,0.0469129,33.4538
1.02938,0.00136673,7.99652,0.0471003,34.462
1.15076,0.00133306,7.99652,0.0472819,35.4687
1.27125,0.00131202,7.99652,0.0474858,36.1929
1.39281,0.00129783,7.99653,0.0477023,36.7554
1.51432,0.00128382,7.99653,0.0478603,37.2796
1.63588,0.00126654,7.99653,0.0479399,37.8511
1.756,0.00132769,7.99654,0.0483432,36.4115
1.87758,0.00133496,7.99653,0.0485032,36.3331
1.99906,0.00126308,7.99652,0.0483324,38.2655
